# z: 3 h: 0.358 N: 10000000 Nfile: 200 
# 1: L 2:con_loop 3:error 4:con_loopAA 5:error 6:con_loopAB 7:error 8:con_loopAC 9:error 10:con_linea 11:error 
2 0.115195 2.41476e-05 -0.119494 2.86192e-05 0.00429881 4.5768e-06 0 0 0.25087 8.64076e-06 
3 0.0398203 1.43545e-05 -0.0420256 1.29337e-05 0.00113642 6.4843e-06 0.0010687 1.47971e-06 0.125569 5.54086e-06 
4 0.0130115 8.59476e-06 -0.0137285 5.26632e-06 -0.000122322 4.75982e-06 0.00083913 2.92008e-06 0.0628464 3.28131e-06 
5 0.00404172 5.43683e-06 -0.00423611 1.94846e-06 -0.00019698 2.33524e-06 0.000391307 2.89363e-06 0.031452 1.86305e-06 
6 0.00120668 3.53282e-06 -0.00125995 6.64756e-07 -9.6595e-05 1.1183e-06 0.000149827 2.12628e-06 0.0157412 1.03124e-06 
7 0.000350798 2.22881e-06 -0.000364792 2.19395e-07 -3.66592e-05 4.51579e-07 5.06346e-05 1.56291e-06 0.00787833 5.61245e-07 
8 9.92968e-05 1.33957e-06 -0.000103768 7.16651e-08 -1.25417e-05 1.59084e-07 1.69982e-05 1.00525e-06 0.00394373 3.01819e-07 
9 2.81224e-05 7.7093e-07 -2.91058e-05 2.34775e-08 -4.04172e-06 5.39891e-08 5.01988e-06 5.24001e-07 0.00197347 1.60824e-07 
10 7.88583e-06 4.29306e-07 -8.06434e-06 6.87738e-09 -1.23548e-06 1.92551e-08 1.41153e-06 2.87883e-07 0.000987883 8.5112e-08 
11 2.24045e-06 2.33502e-07 -2.21274e-06 1.98108e-09 -3.69644e-07 6.6058e-09 3.39138e-07 1.74612e-07 0.0004943 4.47825e-08 
