# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ 3:Pcon
2 0.846083 0.153917 
3 0.614881 0.312145 
4 0.405922 0.368882 
5 0.252507 0.340371 
6 0.151112 0.273034 
7 0.0880183 0.200494 
8 0.0502639 0.138461 
9 0.0282668 0.0914835 
10 0.0157068 0.058484 
11 0.00863933 0.0363844 
12 0.00471352 0.0221665 
13 0.00255483 0.0132701 
14 0.00137697 0.00782978 
15 0.000738451 0.00456329 
16 0.000394361 0.00263117 
17 0.000209707 0.00150329 
18 0.000111177 0.000851834 
19 5.87305e-05 0.000479273 
20 3.09539e-05 0.000267774 
21 1.62662e-05 0.000148837 
