# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ 3:Pcon
2 0.845932 0.154068 
3 0.613988 0.312823 
4 0.404894 0.36923 
5 0.251563 0.340219 
6 0.150422 0.272559 
7 0.0875603 0.199796 
8 0.0499646 0.137843 
9 0.0280687 0.09102 
10 0.0155799 0.0581154 
11 0.00856502 0.0361381 
12 0.00466901 0.0219999 
13 0.00252787 0.0131594 
14 0.00136123 0.0077518 
15 0.000729027 0.00451384 
16 0.000388778 0.00260016 
17 0.000206598 0.00148364 
18 0.000109401 0.000839771 
19 5.77407e-05 0.000471852 
20 3.03916e-05 0.000263576 
21 1.59549e-05 0.000146332 
