# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 
2 0.0171084 0.000126389 -0.0179433 0.000746265 8.85792e-05 
3 0.00151473 4.74744e-05 -0.00161065 7.10134e-05 2.49062e-05 
4 0.000133424 1.90052e-05 -0.000133317 6.077e-06 -6.18468e-06 
5 1.28768e-05 6.62515e-06 -9.86862e-06 -8.3107e-07 -2.17708e-06 
6 1.03926e-06 2.06329e-06 -7.24175e-07 1.77907e-08 -3.32872e-07 
7 4.89591e-07 6.07406e-07 -5.46923e-08 -2.24771e-09 -4.32651e-07 
8 2.07561e-07 1.74272e-07 -3.89386e-09 -1.34797e-10 -2.03532e-07 
9 2.50647e-08 4.90761e-08 -2.77833e-10 -5.82558e-11 -2.47287e-08 
10 1.21495e-08 1.36742e-08 -1.98206e-11 -3.79171e-12 -1.21259e-08 
11 2.72355e-09 3.73885e-09 -1.34988e-12 -2.01253e-13 -2.722e-09 
