# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 
2 0.016948 0.000126396 -0.0177936 0.000763899 8.17689e-05 
3 0.0015282 4.74574e-05 -0.00159519 8.16432e-05 -1.46535e-05 
4 0.000143005 1.90255e-05 -0.000129814 6.35198e-06 -1.95424e-05 
5 4.78189e-06 6.60236e-06 -1.00523e-05 -4.36551e-08 5.31411e-06 
6 1.48316e-06 2.06577e-06 -7.64481e-07 -2.80578e-08 -6.90619e-07 
7 -1.94929e-07 6.09899e-07 -5.54381e-08 -6.53782e-09 2.56905e-07 
8 1.11445e-08 1.7429e-07 -3.88462e-09 5.7593e-11 -7.31747e-09 
9 -8.2707e-08 4.91714e-08 -2.73544e-10 -4.24571e-12 8.29848e-08 
10 -9.42772e-09 1.37452e-08 -1.94359e-11 -3.36488e-13 9.44749e-09 
11 -6.48347e-10 3.79631e-09 -1.33174e-12 1.84568e-13 6.49495e-10 
