# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 
2 0.0169535 0.000126296 -0.017766 0.000680701 0.00013178 
3 0.00152622 4.74648e-05 -0.00159877 4.19934e-05 3.05539e-05 
4 0.000137116 1.90206e-05 -0.000130897 -2.69442e-06 -3.52497e-06 
5 -1.17629e-06 6.6304e-06 -1.03929e-05 -3.75979e-07 1.19451e-05 
6 6.95079e-06 2.06191e-06 -7.584e-07 -2.18029e-08 -6.17059e-06 
7 4.97943e-07 6.1205e-07 -5.68627e-08 -1.32623e-09 -4.39754e-07 
8 -3.54038e-07 1.75061e-07 -4.03935e-09 2.54265e-10 3.57823e-07 
9 7.66867e-09 4.91248e-08 -2.73479e-10 -1.25939e-10 -7.26925e-09 
10 5.03016e-09 1.37236e-08 -1.97363e-11 -2.40315e-12 -5.00802e-09 
11 3.85047e-09 3.74734e-09 -1.33721e-12 -2.61853e-13 -3.84887e-09 
