# z: 3 h: 0.358 N: 10000000 Nfile: 100
# 1: L 2:PJ!=0 for LL 3:error
2 0.7159050649999998 2.6132715087880172e-05
3 0.3777123800000002 3.1931214985531896e-05
4 0.16443712000000002 2.269727427019561e-05
5 0.06359948999999997 1.2518109354413138e-05
6 0.022763644 5.768432097573967e-06
7 0.0077185136000000034 2.425947122756811e-06
8 0.0025148148999999996 9.333166907196507e-07
9 0.0007947537300000003 3.439832938059464e-07
10 0.00024515480499999996 1.2090729820266566e-07
11 7.41502345e-05 4.075523500977835e-08
12 2.2066929499999998e-05 1.3369741351942428e-08
13 6.477931649999998e-06 4.292656846627972e-09
14 1.8795629500000002e-06 1.3481991987033747e-09
15 5.399161200000001e-07 4.1947986377005357e-10
16 1.5372750999999985e-07 1.2832791030135087e-10
17 4.3434968e-08 3.8589314347224996e-11
18 1.2188276000000008e-08 1.1484466376797789e-11
19 3.3993334000000003e-09 3.3964390519140534e-12
20 9.429438699999997e-10 9.976371642903882e-13
21 2.6025861000000005e-10 2.9075412291048816e-13
22 7.151512699999997e-11 8.427790150904828e-14
