# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0340217
3 0.0023087
4 0.000127616
5 6.88844e-06
6 2.86227e-07
7 4.27079e-09
8 -1.55154e-09
9 4.82327e-10
10 -4.96241e-11
