# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0339374
3 0.00232466
4 0.000123539
5 6.47195e-06
6 3.36984e-07
7 2.06954e-08
8 5.90563e-10
9 2.11271e-10
10 -3.00951e-12
