# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0337991
3 0.0022905
4 0.000121238
5 5.91065e-06
6 2.09034e-07
7 -4.59077e-09
8 -5.06846e-10
9 2.46956e-10
10 1.1521e-11
