# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0342182
3 0.00228212
4 0.000127676
5 6.92475e-06
6 1.44706e-07
7 -1.81275e-10
8 3.24977e-10
9 -5.68118e-10
10 1.98017e-11
