# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0343338
3 0.00237962
4 0.000130337
5 6.43008e-06
6 3.81102e-07
7 2.28915e-08
8 2.34501e-09
9 -7.72518e-10
10 1.45945e-11
