# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0339856
3 0.00232897
4 0.000124801
5 6.70205e-06
6 3.31328e-07
7 1.20474e-08
8 -4.30617e-10
9 -1.14886e-11
10 -3.31721e-11
