# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0344142
3 0.00237909
4 0.000132979
5 5.99768e-06
6 3.10633e-07
7 3.06371e-08
8 -2.08868e-09
9 1.37838e-10
10 -5.3451e-11
