# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0337695
3 0.00230746
4 0.000128763
5 5.04893e-06
6 8.30928e-08
7 9.41872e-09
8 -3.74322e-09
9 -2.78617e-10
10 -6.25385e-11
