# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0338766
3 0.00234826
4 0.000130768
5 6.05176e-06
6 1.23972e-07
7 -1.59207e-08
8 1.48706e-09
9 -6.67762e-11
10 -6.19036e-11
