# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0338915
3 0.00233021
4 0.000129677
5 5.54065e-06
6 2.33868e-07
7 -6.85078e-09
8 6.0696e-10
9 -7.03419e-11
10 3.07967e-13
