# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0340491
3 0.00231023
4 0.000131453
5 7.1014e-06
6 3.7427e-07
7 -7.65332e-09
8 -3.29988e-10
9 8.97985e-11
10 -1.45711e-11
