# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0339859
3 0.00233972
4 0.000124765
5 5.74859e-06
6 2.94246e-07
7 -1.20262e-08
8 -1.73501e-09
9 -3.50666e-10
10 -6.48035e-11
