# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0339624
3 0.00231791
4 0.000126929
5 6.15502e-06
6 2.77944e-07
7 1.67318e-08
8 4.56725e-09
9 2.39225e-10
10 7.12609e-11
