# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0343675
3 0.00236956
4 0.000134001
5 8.02943e-06
6 4.41423e-07
7 3.41679e-08
8 5.49505e-09
9 6.57271e-10
10 7.98903e-11
