# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0343154
3 0.00240412
4 0.000128042
5 5.85268e-06
6 2.79124e-07
7 2.31724e-08
8 6.36729e-09
9 3.81689e-10
10 3.10927e-12
