# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0340802
3 0.00233549
4 0.000130643
5 6.7611e-06
6 3.93435e-07
7 1.90923e-08
8 2.61874e-09
9 -2.78313e-10
10 -9.65578e-11
