# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0341118
3 0.002364
4 0.000129238
5 6.28478e-06
6 3.62131e-07
7 1.24987e-08
8 -3.3162e-09
9 -2.60707e-11
10 -1.20516e-11
