# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0343102
3 0.00234949
4 0.000123852
5 6.87195e-06
6 3.15187e-07
7 1.40969e-08
8 1.14702e-09
9 3.3795e-10
10 4.70745e-11
