# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.034431
3 0.00235948
4 0.000141708
5 7.94752e-06
6 3.20288e-07
7 1.44117e-08
8 2.22114e-09
9 5.0212e-10
10 7.56752e-11
