# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.034423
3 0.00233574
4 0.000133507
5 5.72165e-06
6 4.6913e-07
7 7.8302e-09
8 -1.08154e-09
9 -1.87773e-10
10 -2.27009e-11
