# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0340772
3 0.00237043
4 0.000130337
5 5.93877e-06
6 2.56547e-07
7 9.99054e-09
8 1.25785e-09
9 1.48623e-10
10 -2.02163e-11
