# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0339049
3 0.00233142
4 0.000121831
5 4.32876e-06
6 3.05413e-07
7 3.10891e-09
8 -8.43787e-10
9 -8.81084e-11
10 3.3003e-11
