# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0339396
3 0.00232661
4 0.000121808
5 4.78191e-06
6 7.80521e-08
7 -1.22298e-08
8 -5.26174e-10
9 7.06972e-11
10 -6.95279e-11
