# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0336524
3 0.00227195
4 0.000121489
5 4.97759e-06
6 -3.37111e-08
7 5.8393e-09
8 -2.41377e-09
9 -6.64044e-10
10 -7.54093e-11
