# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0340699
3 0.00234565
4 0.000127686
5 6.41715e-06
6 2.28359e-07
7 1.43256e-08
8 2.18877e-09
9 6.45352e-10
10 4.19948e-11
