# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0345361
3 0.00238795
4 0.000132928
5 7.33467e-06
6 6.20317e-07
7 7.44717e-08
8 5.4308e-09
9 -2.75391e-11
10 4.58867e-11
