# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0341576
3 0.00233711
4 0.000131385
5 5.67933e-06
6 3.18892e-07
7 4.02765e-09
8 9.3928e-10
9 -1.35368e-11
10 -2.77026e-11
