# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0341553
3 0.00237818
4 0.000131874
5 5.20798e-06
6 2.5101e-07
7 7.94503e-09
8 3.62904e-09
9 7.3713e-10
10 4.49337e-11
