# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0342593
3 0.00234869
4 0.000134948
5 7.04845e-06
6 3.32509e-07
7 2.17831e-08
8 2.69036e-09
9 6.94909e-11
10 -4.06677e-11
