# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.033846
3 0.00229786
4 0.000129666
5 5.91095e-06
6 1.73738e-07
7 -2.25923e-08
8 -5.10694e-09
9 -6.72493e-10
10 -5.31869e-11
