# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0337191
3 0.00226629
4 0.000122383
5 4.77711e-06
6 1.6333e-07
7 3.0432e-09
8 -8.32966e-10
9 -2.69664e-10
10 -6.40916e-11
