# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0338809
3 0.00229324
4 0.00011676
5 6.47841e-06
6 9.37642e-08
7 -3.84649e-08
8 -3.00694e-09
9 1.01364e-10
10 -9.0803e-11
