# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.03428
3 0.00234352
4 0.000136499
5 5.78546e-06
6 3.05949e-07
7 -8.67861e-09
8 1.74918e-09
9 2.2997e-10
10 -2.63221e-11
