# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0340197
3 0.00232425
4 0.000132221
5 5.61623e-06
6 3.00846e-07
7 8.42268e-09
8 -3.42848e-10
9 -2.54433e-10
10 2.08718e-12
