# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0340988
3 0.00235289
4 0.000132276
5 7.26499e-06
6 3.20587e-07
7 1.70326e-09
8 5.18089e-09
9 -2.74276e-10
10 -2.60922e-11
