# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0341738
3 0.00236039
4 0.000129731
5 6.74813e-06
6 3.63831e-07
7 3.42053e-09
8 2.22662e-09
9 4.52423e-11
10 2.54727e-11
