# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0337723
3 0.0022792
4 0.000120493
5 5.95968e-06
6 2.43203e-07
7 7.91176e-09
8 -7.86866e-10
9 -7.78945e-10
10 -6.53158e-12
