# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0335579
3 0.00228639
4 0.000117267
5 4.37687e-06
6 -1.49991e-07
7 -1.50494e-08
8 -4.30126e-09
9 -7.48736e-10
10 -1.47581e-10
