# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0339344
3 0.00233186
4 0.000127751
5 7.40587e-06
6 2.12337e-07
7 2.31564e-08
8 -7.17441e-10
9 1.91309e-10
10 1.56433e-12
