# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0342296
3 0.00234797
4 0.000129387
5 5.98544e-06
6 2.29357e-07
7 3.72669e-08
8 3.25292e-10
9 -5.50083e-11
10 -6.90335e-12
