# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0342182
3 0.00238655
4 0.000134654
5 6.99247e-06
6 3.78892e-07
7 6.84896e-09
8 3.63292e-09
9 5.16247e-10
10 6.89078e-11
