# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0337236
3 0.00228844
4 0.000126374
5 5.24011e-06
6 2.40878e-07
7 -2.65009e-09
8 -4.06644e-09
9 -2.0025e-10
10 -6.16219e-11
