# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0342337
3 0.00237793
4 0.000130867
5 7.25561e-06
6 3.75386e-07
7 2.00318e-08
8 6.45733e-09
9 1.73229e-10
10 1.82364e-11
