# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0343774
3 0.00236438
4 0.000132413
5 7.22383e-06
6 3.2138e-07
7 4.28229e-08
8 2.86423e-09
9 4.65802e-11
10 8.93999e-11
