# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156899
3 0.00197799
4 0.000246367
5 3.08304e-05
6 3.91856e-06
7 4.85968e-07
8 6.16145e-08
9 7.49512e-09
10 9.59361e-10
11 1.1845e-10
