# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156787
3 0.00196304
4 0.000244069
5 3.06145e-05
6 3.85445e-06
7 4.72558e-07
8 5.99079e-08
9 7.33621e-09
10 9.48292e-10
11 1.10426e-10
