# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015765
3 0.00198416
4 0.000250824
5 3.15586e-05
6 3.93315e-06
7 4.94767e-07
8 6.18952e-08
9 7.95249e-09
10 9.38972e-10
11 1.19288e-10
