# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015839
3 0.00197073
4 0.000244778
5 3.10695e-05
6 3.98454e-06
7 4.98608e-07
8 5.97734e-08
9 7.91897e-09
10 9.74667e-10
11 1.23456e-10
