# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156758
3 0.00198066
4 0.000244062
5 3.09013e-05
6 3.89664e-06
7 4.82449e-07
8 5.98463e-08
9 7.48717e-09
10 9.41074e-10
11 1.18598e-10
