# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157314
3 0.00195375
4 0.000246197
5 3.14896e-05
6 3.90024e-06
7 4.8857e-07
8 5.94162e-08
9 7.50614e-09
10 9.45727e-10
11 1.17341e-10
