# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157522
3 0.00197861
4 0.00024949
5 3.08518e-05
6 3.89112e-06
7 4.88477e-07
8 6.29676e-08
9 7.7938e-09
10 9.68829e-10
11 1.2298e-10
