# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158187
3 0.00200476
4 0.000250793
5 3.15957e-05
6 3.93362e-06
7 5.01313e-07
8 6.37523e-08
9 7.76658e-09
10 9.55325e-10
11 1.23681e-10
