# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157322
3 0.00197451
4 0.000252058
5 3.10175e-05
6 3.88906e-06
7 4.88019e-07
8 6.18736e-08
9 7.78899e-09
10 9.64162e-10
11 1.2139e-10
