# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158125
3 0.00197035
4 0.000246467
5 3.1428e-05
6 3.93541e-06
7 4.7965e-07
8 6.23614e-08
9 7.81599e-09
10 9.74925e-10
11 1.17938e-10
