# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015722
3 0.00196459
4 0.00024892
5 3.10089e-05
6 3.89528e-06
7 4.82676e-07
8 6.0918e-08
9 7.61965e-09
10 9.70362e-10
11 1.22006e-10
