# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157415
3 0.00199343
4 0.00024943
5 3.08658e-05
6 3.84986e-06
7 5.06135e-07
8 6.25537e-08
9 7.50018e-09
10 9.72363e-10
11 1.20715e-10
