# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157781
3 0.00198313
4 0.000247204
5 3.12146e-05
6 3.89305e-06
7 4.91614e-07
8 6.16681e-08
9 7.92392e-09
10 9.90527e-10
11 1.29174e-10
